run_name,agent,agent_label,seed,timestep,metric_type,episode_reward,episode_length,evaluation_reward,success_rate,SPS,wall_clock_time,circuit_evaluations,included_in_plots,exclusion_reason
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12100,training_diagnostic,,,,,6026,2.0076613426208496,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12131,train_episode,-470.96863945722305,57,,0.0,,4.052388601410389,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12200,training_diagnostic,,,,,5970,2.0434749126434326,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12201,train_episode,-510.02522592402386,69,,0.0,,4.075772263276577,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12259,train_episode,-487.41157954518945,57,,0.0,,4.095147297394275,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12300,training_diagnostic,,,,,5907,2.0822196006774902,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12343,train_episode,-788.2608935962693,83,,0.0,,4.123207691633701,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12400,training_diagnostic,,,,,5849,2.1196658611297607,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12403,train_episode,-341.32651205975105,59,,0.0,,4.143250830376148,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12457,train_episode,-218.56461340046414,53,,0.0,,4.16128965524435,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12500,training_diagnostic,,,,,5792,2.158101797103882,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12521,train_episode,-263.39712593891494,63,,0.0,,4.182669003236294,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12579,train_episode,-226.45049009561453,57,,0.0,,4.202044037353993,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12600,training_diagnostic,,,,,5736,2.1964941024780273,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12674,train_episode,-192.185238223297,94,,0.0,,4.233779007029534,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12700,training_diagnostic,,,,,5682,2.235016345977783,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12751,train_episode,-173.72209097933393,76,,0.0,,4.25950103508234,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12800,training_diagnostic,,,,,5635,2.2714929580688477,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12840,train_episode,-56.27777617293852,88,,0.0,,4.2892316908836365,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12897,train_episode,-144.67425573125107,56,,0.0,,4.308272672688961,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12900,training_diagnostic,,,,,5584,2.3100857734680176,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,12951,train_episode,-135.88419609965354,53,,0.0,,4.326311497557163,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13000,training_diagnostic,,,,,5544,2.344560384750366,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13016,train_episode,-87.86308979138718,64,,0.0,,4.348024897861481,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13090,train_episode,-120.68873910997684,73,,0.0,,4.3727447689771655,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13100,training_diagnostic,,,,,5497,2.383030414581299,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13191,train_episode,-31.503195984619055,100,,0.0,,4.406484052526951,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13200,training_diagnostic,,,,,5453,2.4204261302948,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13297,train_episode,-38.26772594616318,105,,0.0,,4.4418935976386065,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13300,training_diagnostic,,,,,5414,2.4564881324768066,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13363,train_episode,-33.00729841584719,65,,0.0,,4.463941050255299,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13400,training_diagnostic,,,,,5375,2.4926466941833496,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13454,train_episode,-110.14529616275591,90,,0.0,,4.494339810681343,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13500,training_diagnostic,,,,,5333,2.530942440032959,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13547,train_episode,-134.36324229135775,92,,0.0,,4.525406675732135,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13600,training_diagnostic,,,,,5294,2.568591594696045,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13621,train_episode,-129.6113736928844,73,,0.0,,4.55012654684782,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13700,training_diagnostic,,,,,5256,2.606187582015991,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13708,train_episode,-90.20469064755925,86,,0.0,,4.579189098024369,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13784,train_episode,-115.39481641424032,75,,0.0,,4.604577073764801,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13800,training_diagnostic,,,,,5219,2.6440868377685547,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13859,train_episode,-96.6666723484798,74,,0.0,,4.6296309971928595,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13900,training_diagnostic,,,,,5186,2.6801040172576904,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,13933,train_episode,-142.230628217299,73,,0.0,,4.654350868308544,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14000,training_diagnostic,,,,,5150,2.717944383621216,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14004,train_episode,-121.4121796937551,70,,0.0,,4.678068582487106,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14090,train_episode,-99.21211615774891,85,,0.0,,4.70679708135128,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14100,training_diagnostic,,,,,5114,2.756789207458496,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14163,train_episode,-119.441258963721,72,,0.0,,4.73118290015459,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14200,training_diagnostic,,,,,5081,2.794313430786133,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14240,train_episode,-113.76633539749288,76,,0.0,,4.756904928207398,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14300,training_diagnostic,,,,,5053,2.8295867443084717,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14306,train_episode,-133.60861471001087,65,,0.0,,4.778952380824089,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14369,train_episode,-119.70644373679039,62,,0.0,,4.799997676503658,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14400,training_diagnostic,,,,,5021,2.867624282836914,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14432,train_episode,-114.8004840660426,62,,0.0,,4.8210429721832275,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14500,training_diagnostic,,,,,4992,2.904430627822876,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14530,train_episode,-41.589377339704285,97,,0.0,,4.853780098795891,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14600,training_diagnostic,,,,,4966,2.9394166469573975,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14603,train_episode,-52.94739427656124,72,,0.0,,4.878165917599201,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14682,train_episode,-125.195479159625,78,,0.0,,4.9045560502767565,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14700,training_diagnostic,,,,,4939,2.9759726524353027,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14781,train_episode,-1.310440822656659,98,,0.0,,4.9376272292017935,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14800,training_diagnostic,,,,,4912,3.0127856731414795,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14887,train_episode,-20.708886105895573,105,,0.0,,4.973036774313449,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,14900,training_diagnostic,,,,,4886,3.0492405891418457,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15000,training_diagnostic,,,,,4861,3.0856173038482666,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15009,train_episode,-40.95057013365816,121,,0.0,,5.013791156423092,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15084,train_episode,-0.6525927289240485,74,,0.0,,5.03884507985115,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15100,training_diagnostic,,,,,4836,3.121915340423584,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15149,train_episode,-29.603207153239737,64,,0.0,,5.060558480155468,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15200,training_diagnostic,,,,,4813,3.1578214168548584,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15225,train_episode,-40.782918251303066,75,,0.0,,5.0859464558959,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15300,training_diagnostic,,,,,4788,3.1949243545532227,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15394,train_episode,-34.01463908473576,168,,0.0,,5.142401296687126,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15400,training_diagnostic,,,,,4764,3.2325234413146973,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15500,training_diagnostic,,,,,4743,3.267688751220703,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15600,training_diagnostic,,,,,4721,3.304253101348877,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15700,training_diagnostic,,,,,4703,3.33758544921875,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15800,training_diagnostic,,,,,4682,3.3744325637817383,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,15900,training_diagnostic,,,,,4663,3.409475326538086,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16000,training_diagnostic,,,,,4643,3.4457688331604004,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16100,training_diagnostic,,,,,4624,3.4814839363098145,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16200,training_diagnostic,,,,,4605,3.517470359802246,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16206,train_episode,89.94363939466696,811,,0.0,,5.413651774334907,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16300,training_diagnostic,,,,,4584,3.555098056793213,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16400,training_diagnostic,,,,,4571,3.587791681289673,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16500,training_diagnostic,,,,,4553,3.6232898235321045,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16600,training_diagnostic,,,,,4534,3.660658836364746,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16649,train_episode,-133.40100126171703,442,,0.0,,5.56163694871664,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16700,training_diagnostic,,,,,4515,3.698091983795166,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16800,training_diagnostic,,,,,4499,3.7340164184570312,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16886,train_episode,-59.09817085399676,236,,0.0,,5.640807346749305,,yes,
2026-07-12--09-29-49_dqn_lunarlander_classical_seed1,DQN_classical,DQN,1,16900,training_diagnostic,,,,,4482,3.7705307006835938,,yes,
